id,alpha,delta,WISE_GID,Class,diameter,Radius,HIIName,Group
WISE 4608,93.96940,14.25838,G196.220-01.204,K,10.50,315,S267,S267
WISE 4609,93.65539,13.83405,G196.448-01.673,K,10.07,302,G196.448-01.673; S269,
WISE 4610,93.18684,13.19610,G196.791-02.378,K,127.23,3817,S268,
WISE 4611,92.62069,12.85832,G196.823-03.025,C,4.20,126,,
WISE 4612,92.55186,12.81015,G196.833-03.106,K,6.63,199,S270,
WISE 4613,92.70766,12.54503,G197.139-03.100,Q,4.00,120,,
WISE 4614,93.72652,12.35062,G197.786-02.320,K,4.40,132,S271,S271
WISE 4615,93.69613,12.32773,G197.792-02.356,Q,1.43,43,,S271
WISE 4616,93.75969,12.33066,G197.819-02.300,G,2.13,64,,S271
WISE 4617,95.09572,11.11509,G199.510-01.724,Q,6.73,202,,
WISE 4618,95.22333,10.94399,G199.720-01.693,Q,3.90,117,,
WISE 4619,95.46619,10.67465,G200.070-01.609,C,13.03,391,,
WISE 4620,95.44845,10.65632,G200.078-01.634,C,2.70,81,,
WISE 4621,98.36237,12.05823,G200.166+01.548,Q,5.23,157,,
WISE 4622,95.89284,09.94116,G200.915-01.583,C,4.33,130,,
WISE 4623,97.77971,10.45318,G201.326+00.299,Q,10.10,303,,
WISE 4624,99.04893,10.86557,G201.535+01.597,K,26.33,790,G201.663+01.643,
WISE 4625,98.27121,10.32170,G201.666+00.667,Q,4.10,123,,
WISE 4626,98.17752,10.15876,G201.768+00.511,Q,9.30,279,,
WISE 4627,97.81710,09.93096,G201.806+00.091,Q,37.80,1134,,
WISE 4628,100.26067,10.25131,G202.627+02.374,Q,4.00,120,,
WISE 4629,100.15481,09.81484,G202.968+02.083,K,24.33,730,S273,S273
WISE 4630,100.26226,09.60635,G203.202+02.082,Q,2.87,86,,S273
WISE 4631,96.33308,07.52750,G203.254-02.324,C,6.13,184,,
WISE 4632,100.29338,09.49180,G203.318+02.056,Q,5.30,159,,S273
WISE 4633,100.30349,09.43514,G203.373+02.040,Q,2.33,70,,
WISE 4634,101.08256,06.97858,G205.912+01.604,Q,6.03,181,,
WISE 4635,99.32195,05.96999,G206.008-00.413,Q,6.17,185,,
WISE 4636,85.23458,-01.50663,G206.072-16.343,Q,12.67,380,,G206.540-16.360; S277; NGC2024
WISE 4637,97.95711,04.91884,G206.316-02.103,K,104.43,3133,G206.791-01.999; S275; Rosette,G206.791-01.999; S275; Rosette
WISE 4638,85.40495,-01.84425,G206.466-16.349,K,33.80,1014,G206.540-16.360; S277; NGC2024,G206.540-16.360; S277; NGC2024
WISE 4639,98.47518,04.66656,G206.778-01.760,Q,5.90,177,,G206.791-01.999; S275; Rosette
WISE 4640,98.31667,04.58239,G206.780-01.940,Q,4.00,120,,G206.791-01.999; S275; Rosette
WISE 4641,85.40494,-02.24623,G206.837-16.536,G,9.70,291,,G206.540-16.360; S277; NGC2024
WISE 4642,97.95311,04.32561,G206.841-02.380,G,5.90,177,,G206.791-01.999; S275; Rosette
WISE 4643,98.52501,04.41424,G207.025-01.833,Q,5.90,177,,G206.791-01.999; S275; Rosette
WISE 4644,85.75608,-02.31262,G207.068-16.256,Q,6.43,193,,G206.540-16.360; S277; NGC2024
WISE 4645,98.66337,04.20655,G207.273-01.806,Q,7.80,234,,G206.791-01.999; S275; Rosette
WISE 4646,98.38956,04.00545,G207.326-02.141,G,6.83,205,,G206.791-01.999; S275; Rosette
WISE 4647,101.87790,05.66739,G207.440+01.711,Q,5.27,158,,
WISE 4648,98.79725,03.85927,G207.643-01.847,Q,7.80,234,,
WISE 4649,83.77515,-04.72969,G208.367-19.124,Q,4.23,127,,G209.010-19.380; Orion A
WISE 4650,83.92408,-04.73656,G208.445-18.994,Q,35.90,1077,,G209.010-19.380; Orion A
WISE 4651,98.78641,02.88283,G208.506-02.304,Q,8.60,258,,
WISE 4652,98.60165,02.52324,G208.741-02.634,K,20.37,611,S280,
WISE 4653,83.88404,-05.26166,G208.921-19.268,K,10.40,312,G209.010-19.380; Orion A,G209.010-19.380; Orion A
WISE 4654,83.83707,-05.40815,G209.037-19.377,K,18.20,546,G209.010-19.380; Orion A,G209.010-19.380; Orion A
WISE 4655,83.74786,-05.52714,G209.107-19.510,K,57.97,1739,G209.010-19.380; Orion A,G209.010-19.380; Orion A
WISE 4656,101.04638,03.25574,G209.208-00.127,Q,2.53,76,,
WISE 4657,101.83114,03.26212,G209.560+00.573,Q,4.33,130,,
WISE 4658,100.88685,02.31618,G209.971-00.698,Q,4.43,133,,
WISE 4659,101.26660,02.46827,G210.009-00.292,Q,4.00,120,,
WISE 4660,99.67753,01.45208,G210.187-02.169,K,58.63,1759,S282,
WISE 4661,100.26878,01.70878,G210.229-01.525,Q,8.67,260,,
WISE 4662,99.61680,00.74566,G210.788-02.545,K,3.30,99,S283,
WISE 4663,103.04648,02.22348,G211.038+01.180,Q,4.37,131,,
WISE 4664,101.15267,01.12856,G211.149-01.004,C,6.53,196,,
WISE 4665,101.71268,01.30786,G211.245-00.424,K,12.80,384,BFS54,
WISE 4666,103.11718,01.70142,G211.535+01.005,Q,4.00,120,,
WISE 4667,103.18597,01.66586,G211.598+01.050,Q,4.97,149,,
WISE 4668,101.13462,00.39906,G211.790-01.354,Q,2.00,60,,G211.950-01.155; S284
WISE 4669,101.18225,00.33248,G211.871-01.341,G,5.93,178,,G211.950-01.155; S284
WISE 4670,101.31734,00.37365,G211.896-01.203,Q,1.87,56,,G211.950-01.155; S284
WISE 4671,101.27914,00.21363,G212.021-01.309,K,35.83,1075,G211.950-01.155; S284,G211.950-01.155; S284
WISE 4672,99.32533,-00.78898,G212.022-03.505,Q,6.23,187,,
WISE 4673,101.79892,00.42726,G212.068-00.749,C,8.63,259,,
WISE 4674,103.67604,01.26409,G212.179+01.303,Q,6.00,180,,
WISE 4675,99.42851,-00.97501,G212.235-03.498,C,5.33,160,,
WISE 4676,101.56553,00.10652,G212.247-01.104,Q,4.00,120,,G211.950-01.155; S284
WISE 4677,101.59826,00.09746,G212.270-01.079,Q,2.40,72,,G211.950-01.155; S284
WISE 4678,102.01356,00.29569,G212.283-00.618,Q,2.73,82,,
WISE 4679,101.59262,-00.05597,G212.404-01.153,G,10.70,321,,G211.950-01.155; S284
WISE 4680,101.62394,-00.05790,G212.420-01.126,Q,2.00,60,,G211.950-01.155; S284
WISE 4681,99.53356,-01.70490,G212.934-03.737,C,6.17,185,,
WISE 4682,99.74441,-01.62068,G212.955-03.512,C,11.37,341,,
WISE 4683,104.02844,00.56506,G212.962+01.297,Q,4.00,120,,
WISE 4684,99.66405,-01.74694,G213.031-03.640,Q,4.00,120,,
WISE 4685,103.66118,00.25110,G213.074+00.827,Q,6.17,185,,
WISE 4686,100.95535,-01.13705,G213.076-02.213,C,7.73,232,WB870,
WISE 4687,100.90905,-01.16074,G213.076-02.266,Q,2.87,86,,
WISE 4688,99.77024,-01.77002,G213.100-03.556,Q,3.87,116,,
WISE 4689,100.02275,-01.74526,G213.193-03.321,Q,3.47,104,,
WISE 4690,91.98866,-06.24317,G213.595-12.500,Q,7.30,219,,G213.709-12.605; Mon R2
WISE 4691,91.87217,-06.39886,G213.685-12.673,G,7.37,221,,G213.709-12.605; Mon R2
WISE 4692,91.94492,-06.38254,G213.703-12.601,K,8.03,241,G213.709-12.605; Mon R2,G213.709-12.605; Mon R2
WISE 4693,92.04204,-06.34981,G213.717-12.500,Q,6.37,191,,G213.709-12.605; Mon R2
WISE 4694,103.82130,-00.51963,G213.833+00.618,C,5.30,159,,
WISE 4695,92.38094,-06.32193,G213.845-12.187,Q,8.83,265,,G213.709-12.605; Mon R2
WISE 4696,92.71195,-06.19528,G213.879-11.835,G,5.40,162,,G213.709-12.605; Mon R2
WISE 4697,103.64647,-00.70474,G213.918+00.378,Q,4.00,120,,
WISE 4698,92.76278,-06.21822,G213.923-11.800,Q,3.50,105,,G213.709-12.605; Mon R2
WISE 4699,92.76936,-06.23136,G213.938-11.800,Q,3.77,113,,G213.709-12.605; Mon R2
WISE 4700,92.95645,-06.15620,G213.954-11.600,Q,5.80,174,,G213.709-12.605; Mon R2
WISE 4701,102.80367,-01.23989,G214.010-00.615,Q,6.87,206,,
WISE 4702,101.50572,-01.95112,G214.052-02.095,Q,4.60,138,,
WISE 4703,101.26972,-02.29388,G214.250-02.461,C,3.93,118,,
WISE 4704,93.69501,-06.34041,G214.456-11.026,Q,2.27,68,,
WISE 4705,101.95955,-02.21422,G214.493-01.811,Q,4.00,120,,
WISE 4706,93.72334,-06.37902,G214.504-11.018,Q,3.13,94,,
WISE 4707,101.23623,-02.68341,G214.582-02.668,Q,3.73,112,,
WISE 4708,104.32160,-01.16435,G214.635+00.770,Q,4.00,120,,
WISE 4709,104.31127,-01.20336,G214.665+00.742,C,13.77,413,,
WISE 4710,101.82150,-02.70676,G214.869-02.158,Q,3.73,112,,
WISE 4711,101.34947,-03.01709,G214.931-02.719,Q,3.73,112,,
WISE 4712,100.65847,-03.37232,G214.934-03.495,C,7.20,216,,
WISE 4713,104.60480,-01.63945,G215.187+00.805,Q,5.97,179,,
WISE 4714,100.77135,-03.98136,G215.529-03.671,Q,3.23,97,,
WISE 4715,101.03315,-03.92792,G215.600-03.413,Q,3.23,97,,
WISE 4716,102.41842,-03.54802,G215.890-02.010,Q,4.00,120,,
WISE 4717,103.91737,-03.16403,G216.230-00.503,Q,6.37,191,,
WISE 4718,102.41946,-03.94136,G216.241-02.188,Q,3.40,102,,
WISE 4719,102.92287,-03.89575,G216.429-01.720,Q,4.07,122,,
WISE 4720,105.56748,-02.81561,G216.673+01.122,Q,76.50,2295,,
WISE 4721,104.49309,-03.43000,G216.729-00.113,K,84.77,2543,S285,
WISE 4722,103.68895,-03.89881,G216.780-01.040,Q,10.13,304,,
WISE 4723,104.68449,-03.68601,G217.044-00.059,Q,3.30,99,,
WISE 4724,103.46933,-04.48042,G217.198-01.500,Q,2.73,82,,
WISE 4725,104.80655,-03.86402,G217.258-00.032,Q,2.50,75,,
WISE 4726,103.61099,-04.51932,G217.297-01.393,K,14.47,434,S286,
WISE 4727,104.80352,-03.91504,G217.302-00.059,Q,1.60,48,,
WISE 4728,104.82008,-03.91218,G217.307-00.042,Q,1.63,49,,
WISE 4729,102.49673,-05.16836,G217.370-02.676,Q,5.23,157,,
WISE 4730,104.81651,-03.99496,G217.379-00.083,K,5.00,150,BFS57,
WISE 4731,105.21442,-03.85947,G217.440+00.331,K,9.83,295,BFS58,
WISE 4732,104.93745,-04.06563,G217.497-00.008,C,3.90,117,,
WISE 4733,107.15692,-02.98315,G217.550+02.457,C,9.37,281,,
WISE 4734,102.65658,-05.35071,G217.605-02.617,Q,4.00,120,,
WISE 4735,104.84634,-04.26074,G217.629-00.178,K,4.40,132,BFS59,BFS59
WISE 4736,104.95929,-04.21521,G217.640-00.057,C,3.57,107,,
WISE 4737,104.84579,-04.29250,G217.657-00.193,Q,1.80,54,,BFS59
WISE 4738,104.59691,-04.67399,G217.883-00.589,Q,18.63,559,,
WISE 4739,103.28973,-05.39360,G217.930-02.076,Q,4.47,134,,
WISE 4740,101.92805,-06.08927,G217.935-03.599,Q,4.57,137,,
WISE 4741,104.90562,-04.67333,G218.023-00.314,Q,2.87,86,,
WISE 4742,104.88197,-04.80687,G218.131-00.397,K,8.40,252,S287,S287
WISE 4743,104.73755,-04.89878,G218.147-00.566,Q,4.00,120,,
WISE 4744,104.91670,-04.86328,G218.197-00.391,Q,3.33,100,,S287
WISE 4745,101.53346,-07.11212,G218.672-04.411,Q,4.43,133,,
WISE 4746,107.16392,-04.31513,G218.737+01.850,K,7.17,215,G218.714+01.844; S288,
WISE 4747,101.46287,-07.29943,G218.808-04.558,K,16.77,503,S289,
WISE 4748,105.78262,-06.97180,G220.466-00.590,Q,16.57,497,,
WISE 4749,103.86254,-08.01297,G220.524-02.759,K,12.10,363,S291,
WISE 4750,104.92195,-07.79175,G220.805-01.724,C,8.83,265,,
WISE 4751,104.27121,-08.23156,G220.903-02.499,C,19.40,582,,
WISE 4752,104.50314,-08.77290,G221.490-02.541,Q,3.30,99,,
WISE 4753,105.16877,-08.64710,G221.678-01.897,Q,2.00,60,,
WISE 4754,105.14018,-08.86152,G221.856-02.021,C,8.07,242,,
WISE 4755,105.21110,-08.93678,G221.955-01.993,C,4.53,136,,
WISE 4756,105.04170,-09.16066,G222.078-02.243,Q,3.23,97,,
WISE 4757,105.28613,-09.05714,G222.096-01.981,C,4.70,141,,
WISE 4758,105.15121,-09.19621,G222.159-02.163,C,6.00,180,,
WISE 4759,107.13586,-08.51078,G222.449-00.107,Q,9.83,295,,
WISE 4760,105.88091,-09.37911,G222.651-01.606,C,6.33,190,,
WISE 4761,107.82891,-08.44381,G222.706+00.533,Q,7.77,233,,
WISE 4762,104.28946,-10.27931,G222.738-03.413,Q,8.50,255,,
WISE 4763,105.89296,-09.47867,G222.745-01.642,Q,11.60,348,,
WISE 4764,108.30227,-08.36620,G222.854+00.984,Q,7.63,229,,
WISE 4765,108.30267,-08.46190,G222.939+00.940,Q,7.63,229,,
WISE 4766,105.82194,-10.58457,G223.697-02.209,C,3.70,111,,
WISE 4767,106.16831,-10.48579,G223.765-01.861,K,36.67,1100,S292,
WISE 4768,105.85238,-10.70625,G223.819-02.239,Q,3.93,118,,
WISE 4769,108.00619,-09.81883,G224.006+00.052,C,32.53,976,,
WISE 4770,105.39369,-11.30757,G224.149-02.913,K,22.97,689,S293,
WISE 4771,109.12065,-09.41429,G224.158+01.213,K,18.60,558,S294,
WISE 4772,107.06107,-10.60496,G224.274-01.136,C,11.50,345,,
WISE 4773,105.66964,-11.45631,G224.405-02.740,K,12.27,368,S295,
WISE 4774,106.03125,-11.31479,G224.441-02.361,Q,4.50,135,,S296
WISE 4775,105.92660,-11.55281,G224.606-02.560,G,4.10,123,,S296
WISE 4776,105.98258,-11.58080,G224.656-02.525,Q,4.10,123,,S296
WISE 4777,106.51709,-11.57988,G224.895-02.059,K,98.87,2966,S296,S296
WISE 4778,106.30618,-12.33240,G225.470-02.587,K,7.37,221,G225.480-02.550; S297,
WISE 4779,106.71285,-13.62258,G226.800-02.824,Q,3.67,110,,
WISE 4780,107.11144,-13.59921,G226.957-02.470,Q,3.53,106,,
WISE 4781,109.62738,-13.22499,G227.760-00.127,K,10.80,324,G227.786-00.116; S298,
WISE 4782,110.75899,-14.68974,G229.569+00.154,Q,2.57,77,,
WISE 4783,110.77861,-14.71247,G229.598+00.159,Q,2.60,78,,
WISE 4784,110.76420,-14.91732,G229.772+00.050,C,7.57,227,,
WISE 4785,110.45711,-15.73561,G230.354-00.597,C,3.80,114,,
WISE 4786,112.84592,-14.71067,G230.549+01.919,Q,6.80,204,,
WISE 4787,112.74520,-15.14917,G230.887+01.622,Q,3.13,94,,
WISE 4788,113.35758,-14.86756,G230.925+02.277,C,22.57,677,,
WISE 4789,112.66915,-15.29418,G230.979+01.489,G,5.47,164,,S300
WISE 4790,112.76394,-15.42990,G231.142+01.503,K,13.70,411,S300,S300
WISE 4791,111.12538,-16.40919,G231.251-00.349,C,28.07,842,,
WISE 4792,107.48143,-18.43753,G231.429-04.370,Q,2.87,86,,G231.481-04.401; RCW6
WISE 4793,107.47637,-18.49827,G231.481-04.401,K,17.03,511,G231.481-04.401; RCW6,G231.481-04.401; RCW6
WISE 4794,107.59126,-18.48716,G231.521-04.300,Q,2.87,86,,G231.481-04.401; RCW6
WISE 4795,113.00069,-15.81221,G231.587+01.519,Q,4.20,126,,
WISE 4796,110.39386,-17.55818,G231.934-01.508,Q,3.20,96,,
WISE 4797,109.89537,-17.84087,G231.961-02.059,Q,6.07,182,,
WISE 4798,109.75305,-17.98481,G232.025-02.246,Q,7.47,224,,
WISE 4799,112.89486,-17.01672,G232.594+00.851,K,29.13,874,S302; S302; RCW7,S302; S302; RCW7
WISE 4800,113.03990,-16.97012,G232.620+00.995,Q,2.47,74,,S302; S302; RCW7
WISE 4801,112.37965,-17.52783,G232.806+00.174,Q,5.23,157,,
WISE 4802,112.48600,-18.46392,G233.676-00.186,Q,1.97,59,RCW8,G233.761-00.191; S305; RCW8
WISE 4803,112.39054,-18.57148,G233.727-00.318,Q,2.43,73,,
WISE 4804,112.51940,-18.53436,G233.753-00.193,K,10.37,311,G233.761-00.191; S305; RCW8,G233.761-00.191; S305; RCW8
WISE 4805,112.57041,-18.59567,G233.830-00.180,G,3.80,114,,G233.761-00.191; S305; RCW8
WISE 4806,112.65229,-19.00584,G234.227-00.309,K,43.60,1308,S306; S306; RCW10,
WISE 4807,111.56664,-19.60848,G234.267-01.496,C,3.17,95,,
WISE 4808,113.88713,-18.75918,G234.576+00.833,K,6.53,196,S307,
WISE 4809,113.92300,-18.81809,G234.644+00.834,K,4.33,130,S307,
WISE 4810,112.94075,-19.36507,G234.673-00.243,C,3.60,108,,
WISE 4811,112.33865,-19.72595,G234.717-00.913,Q,2.33,70,,
WISE 4812,112.49578,-19.65885,G234.729-00.752,Q,2.03,61,,
WISE 4813,114.03565,-18.85938,G234.732+00.907,Q,2.00,60,,
WISE 4814,112.95464,-19.45944,G234.762-00.277,C,2.20,66,,
WISE 4815,113.04643,-19.43006,G234.778-00.187,C,18.60,558,,
WISE 4816,111.93292,-20.31442,G235.052-01.529,Q,6.37,191,,
WISE 4817,111.98692,-20.66792,G235.387-01.653,Q,3.33,100,,
WISE 4818,109.84117,-21.97979,G235.604-04.035,Q,65.13,1954,,
WISE 4819,112.53071,-20.74274,G235.696-01.243,C,5.30,159,,
WISE 4820,110.58358,-22.24660,G236.162-03.551,Q,3.97,119,,
WISE 4821,112.12107,-21.97019,G236.592-02.165,Q,6.13,184,,
WISE 4822,112.04225,-22.14390,G236.710-02.312,Q,3.77,113,,
WISE 4823,112.17171,-22.18460,G236.803-02.226,Q,4.93,148,,
WISE 4824,113.49105,-22.00354,G237.232-01.066,C,4.70,141,,
WISE 4825,113.30201,-22.12895,G237.257-01.281,C,4.17,125,,
WISE 4826,113.27952,-22.14502,G237.261-01.306,Q,1.53,46,,
WISE 4827,113.32953,-22.18340,G237.317-01.284,C,3.90,117,,
WISE 4828,116.39959,-20.86078,G237.571+01.852,C,7.70,231,,
WISE 4829,113.86561,-22.40568,G237.752-00.958,Q,9.10,273,,
WISE 4830,111.06312,-24.63657,G238.485-04.282,Q,5.40,162,,
WISE 4831,111.19680,-24.68835,G238.588-04.198,Q,4.83,145,,
WISE 4832,113.34919,-23.99203,G238.910-02.142,C,22.87,686,,
WISE 4833,113.89584,-23.86841,G239.044-01.645,Q,3.87,116,,
WISE 4834,112.99976,-24.64808,G239.332-02.738,C,5.00,150,,
WISE 4835,113.09545,-24.73598,G239.451-02.703,C,13.47,404,,
WISE 4836,109.54137,-26.85802,G239.826-06.525,Q,10.47,314,,
WISE 4837,116.22004,-24.13028,G240.319+00.072,C,6.93,208,,
WISE 4838,114.14347,-25.32288,G240.425-02.157,Q,11.30,339,,
WISE 4839,116.24078,-25.51219,G241.525-00.602,Q,3.33,100,,
WISE 4840,116.27620,-25.52952,G241.556-00.584,C,3.73,112,,
WISE 4841,118.77099,-25.35200,G242.549+01.446,Q,4.00,120,,
WISE 4842,118.18961,-26.27518,G243.071+00.523,Q,5.33,160,,G243.159+00.372; S311; RCW16
WISE 4843,118.24725,-26.36546,G243.175+00.520,Q,2.93,88,,G243.159+00.372; S311; RCW16
WISE 4844,118.17753,-26.48319,G243.244+00.406,K,31.37,941,G243.159+00.372; S311; RCW16,G243.159+00.372; S311; RCW16
WISE 4845,117.82753,-26.77668,G243.335-00.012,Q,2.50,75,,
WISE 4846,118.66510,-27.88370,G244.668+00.057,Q,2.83,85,,
WISE 4847,118.67848,-28.60997,G245.296-00.308,C,4.47,134,,
WISE 4848,120.47854,-28.38323,G245.930+01.160,Q,4.43,133,,
WISE 4849,120.63034,-28.38939,G246.006+01.269,Q,6.27,188,,
WISE 4850,114.43898,-32.84014,G247.140-05.578,Q,5.53,166,,
WISE 4851,122.40155,-29.13212,G247.467+02.181,Q,8.43,253,,
WISE 4852,119.83406,-30.73491,G247.633-00.556,Q,8.03,241,,
WISE 4853,115.06099,-33.54523,G248.013-05.463,Q,9.03,271,,
WISE 4854,120.22395,-31.02291,G248.054-00.424,Q,10.43,313,,
WISE 4855,117.13491,-32.97341,G248.375-03.673,C,2.83,85,,
WISE 4856,121.15042,-31.51788,G248.894-00.016,Q,6.33,190,,
WISE 4857,117.41479,-33.85248,G249.254-03.915,Q,4.10,123,,
WISE 4858,118.73409,-34.73579,G250.572-03.426,C,3.73,112,,
WISE 4859,121.60111,-33.29273,G250.596-00.646,Q,5.17,155,,
WISE 4860,118.68844,-34.83274,G250.636-03.508,Q,3.73,112,,
WISE 4861,118.74421,-34.82742,G250.655-03.466,C,3.63,109,,
WISE 4862,121.47040,-33.44889,G250.669-00.822,Q,3.57,107,,
WISE 4863,116.79694,-35.96972,G250.838-05.414,Q,2.80,84,,
WISE 4864,119.64693,-34.79643,G251.013-02.817,Q,6.20,186,,
WISE 4865,116.96764,-36.12582,G251.043-05.372,C,21.63,649,,
WISE 4866,120.62594,-34.49230,G251.178-01.972,Q,4.40,132,,
WISE 4867,120.68047,-34.53021,G251.234-01.953,Q,3.77,113,,
WISE 4868,124.87064,-32.62469,G251.551+02.010,Q,2.40,72,,
WISE 4869,118.83058,-36.44637,G252.083-04.239,Q,3.33,100,,
WISE 4870,122.67573,-36.05797,G253.399-01.403,Q,4.13,124,,
WISE 4871,126.46911,-34.15291,G253.569+02.233,Q,4.83,145,,
WISE 4872,124.43961,-35.37789,G253.626+00.165,Q,2.30,69,,
WISE 4873,123.89512,-35.75851,G253.694-00.414,K,51.33,1540,G253.588-00.188; RCW19,G253.588-00.188; RCW19
WISE 4874,123.71033,-35.92486,G253.749-00.632,Q,3.93,118,,G253.588-00.188; RCW19
WISE 4875,123.46560,-36.13827,G253.817-00.915,Q,4.80,144,,G253.588-00.188; RCW19
WISE 4876,123.98863,-36.13880,G254.052-00.564,G,8.00,240,,G253.588-00.188; RCW19
WISE 4877,124.46886,-35.88138,G254.056-00.098,Q,4.13,124,,G253.588-00.188; RCW19
WISE 4878,123.72091,-36.36997,G254.124-00.871,Q,2.43,73,,
WISE 4879,121.63141,-37.50157,G254.160-02.889,Q,3.53,106,,
WISE 4880,123.71784,-36.42211,G254.166-00.903,Q,2.20,66,,
WISE 4881,123.73545,-36.45233,G254.199-00.907,Q,2.93,88,,
WISE 4882,124.55090,-36.05388,G254.236-00.140,Q,4.13,124,,G253.588-00.188; RCW19
WISE 4883,124.73409,-36.07763,G254.339-00.031,G,28.27,848,,G253.588-00.188; RCW19
WISE 4884,124.76568,-36.32420,G254.557-00.148,G,8.37,251,,G253.588-00.188; RCW19
WISE 4885,125.23145,-36.21920,G254.682+00.220,K,12.83,385,G254.676+00.229,
WISE 4886,121.58787,-38.42836,G254.925-03.414,Q,5.87,176,,
WISE 4887,122.60421,-38.01171,G255.006-02.517,Q,117.63,3529,,
WISE 4888,124.76397,-37.06506,G255.168-00.568,Q,2.73,82,,
WISE 4889,122.37266,-38.86106,G255.621-03.132,Q,6.23,187,,
WISE 4890,124.46620,-38.45756,G256.186-01.545,Q,4.20,126,,
WISE 4891,119.95728,-40.73268,G256.224-05.698,Q,2.00,60,,
WISE 4892,120.02935,-40.72629,G256.247-05.648,Q,3.30,99,,
WISE 4893,120.18308,-40.89429,G256.452-05.635,Q,2.27,68,,
WISE 4894,126.42314,-38.21095,G256.859-00.143,Q,9.93,298,,
WISE 4895,124.74992,-40.36384,G257.888-02.435,?,6.60,198,,
WISE 4896,123.05241,-41.47943,G258.105-04.122,?,11.27,338,,
WISE 4897,125.84056,-40.66602,G258.608-01.925,?,4.53,136,,
WISE 4898,126.58545,-40.41382,G258.728-01.316,?,5.50,165,,
WISE 4899,126.55591,-40.77929,G259.013-01.546,?,2.27,68,,
WISE 4900,126.59172,-40.81399,G259.057-01.544,?,3.43,103,,
WISE 4901,126.50077,-40.88982,G259.079-01.645,?,2.27,68,,
WISE 4902,126.54064,-40.87700,G259.086-01.612,?,3.43,103,,
WISE 4903,126.64176,-41.01035,G259.239-01.627,?,5.23,157,,
WISE 4904,125.59323,-41.59919,G259.268-02.611,?,3.13,94,,
WISE 4905,129.60565,-39.44503,G259.321+01.123,Q,34.60,1038,,
WISE 4906,129.32273,-39.65872,G259.359+00.820,C,16.67,500,,
WISE 4907,125.71726,-41.70632,G259.409-02.595,?,4.87,146,,
WISE 4908,125.81260,-41.76999,G259.502-02.573,?,3.10,93,,
WISE 4909,127.65088,-40.86415,G259.566-00.923,C,5.23,157,,
WISE 4910,127.27018,-41.11345,G259.599-01.303,C,2.87,86,,
WISE 4911,125.43317,-42.09468,G259.608-02.991,?,4.10,123,,
WISE 4912,125.76033,-41.93103,G259.612-02.698,?,3.10,93,,
WISE 4913,127.27795,-41.14375,G259.627-01.315,C,2.70,81,,
WISE 4914,125.70355,-42.07353,G259.704-02.814,?,4.00,120,,
WISE 4915,127.38716,-41.18916,G259.712-01.275,Q,2.20,66,,
WISE 4916,127.29765,-41.24281,G259.716-01.362,C,7.93,238,,
WISE 4917,125.79747,-42.09317,G259.760-02.768,?,4.73,142,,
WISE 4918,125.73127,-42.13465,G259.767-02.831,?,5.67,170,,
WISE 4919,129.35783,-40.15416,G259.771+00.541,C,112.03,3361,,
WISE 4920,128.87447,-40.68248,G259.971-00.070,C,18.23,547,,
WISE 4921,126.61447,-42.54886,G260.482-02.535,?,6.77,203,,
WISE 4922,128.04807,-42.07126,G260.716-01.397,Q,4.23,127,,
WISE 4923,130.27993,-40.86401,G260.760+00.665,Q,5.00,150,,
WISE 4924,130.56995,-40.73742,G260.795+00.916,Q,4.30,129,,
WISE 4925,129.83491,-41.33130,G260.926+00.115,Q,4.27,128,,
WISE 4926,129.01539,-42.01154,G261.096-00.784,Q,2.40,72,,
WISE 4927,128.95312,-42.13640,G261.169-00.897,C,1.87,56,,
WISE 4928,129.11584,-42.16195,G261.262-00.815,Q,1.93,58,,
WISE 4929,126.68773,-43.53619,G261.319-03.063,?,2.47,74,,
WISE 4930,128.69468,-42.63045,G261.449-01.345,?,2.97,89,,
WISE 4931,130.50526,-41.63050,G261.470+00.328,Q,7.27,218,,
WISE 4932,128.87653,-42.60898,G261.513-01.225,?,4.17,125,,
WISE 4933,131.23008,-41.26014,G261.515+00.984,C,52.73,1582,,
WISE 4934,128.14276,-43.13942,G261.618-01.974,?,3.10,93,,
WISE 4935,127.97891,-43.24706,G261.634-02.134,?,2.60,78,,
WISE 4936,128.02421,-43.22780,G261.638-02.095,?,3.27,98,,
WISE 4937,128.53321,-42.96683,G261.648-01.642,?,3.53,106,,
WISE 4938,128.76895,-43.01406,G261.790-01.531,?,3.60,108,,
WISE 4939,128.61361,-43.57985,G262.176-01.960,?,2.67,80,,
WISE 4940,132.57810,-41.81154,G262.578+01.423,?,77.60,2328,,
WISE 4941,131.98410,-42.58395,G262.899+00.595,Q,2.70,81,,
WISE 4942,132.12784,-42.59859,G262.976+00.667,Q,1.60,48,,
WISE 4943,132.11584,-42.60834,G262.979+00.654,Q,1.40,42,,
WISE 4944,132.12643,-42.62905,G263.000+00.647,Q,1.67,50,,
WISE 4945,133.28930,-42.21640,G263.227+01.572,?,3.43,103,,
WISE 4946,132.18299,-42.90064,G263.237+00.509,C,6.80,204,,
WISE 4947,132.84667,-42.83946,G263.498+00.924,Q,1.70,51,,
WISE 4948,131.51593,-43.66213,G263.525-00.348,Q,3.47,104,,
WISE 4949,132.97631,-42.81790,G263.542+01.010,?,6.00,180,,
WISE 4950,132.61378,-43.05245,G263.554+00.656,C,34.77,1043,,
WISE 4951,131.39244,-43.84851,G263.615-00.534,K,13.03,391,G263.619-00.533,
