alpha,delta,MWSC Id,id,diameter
323.85000,+53.70000,3530,FSR 0320,10.2
323.88750,+69.82000,3531,FSR 0389,13.2
323.91000,+53.48800,3532,Kronberger 84,10.8
324.04500,+53.80500,3533,FSR 0324,12
324.11250,+52.46500,3534,BDSB 22,6.6
324.17250,+69.26700,3535,FSR 0386,9.6
324.33750,+40.59500,3537,FSR 0277,16.8
324.53700,+53.81700,3538,FSR 0326,10.8
324.75000,+57.49000,3539,IC 1396,88.8
324.81300,+36.35500,3540,FSR 0264,16.8
325.00500,+53.96500,3542,ASCC 114,19.2
325.09950,-23.18000,3543,NGC 7099,34.2
325.18050,+56.59800,3544,IRAS 21388+5622,11.4
325.23000,+52.31000,3545,FSR 0316,16.2
325.48500,+66.08500,3546,BDSB 31,6
325.72500,+66.11000,3549,NGC 7129,8.16
325.81500,+52.52500,3551,FSR 0323,7.2
325.91700,+51.07000,3552,Barkhatova 2,11.4
325.92150,+54.61500,3553,NGC 7127,10.2
325.96050,+53.72500,3554,NGC 7128,10.8
326.22450,+47.48200,3555,FSR 0303,13.2
326.21250,+30.76000,3556,FSR 0250,19.8
326.30250,+65.79200,3557,NGC 7142,31.2
326.41500,+58.09500,3558,Teutsch 74,16.8
326.54250,+55.43500,3559,FSR 0334,14.4
326.64000,+51.41800,3560,FSR 0319,15.6
326.66250,-21.25300,3561,Palomar 12,10.8
326.79000,+54.92800,3562,FSR 0333,18
327.58500,+51.20500,3564,FSR 0322,12
327.63300,+47.02000,3565,FSR 0305,12
327.66000,+51.38000,3566,FSR 0325,16.8
327.72600,+55.21500,3567,FSR 0336,18.6
327.67500,+60.64000,3568,FSR 0351,16.8
327.93300,+55.31300,3570,FSR 0338,9
328.37250,+47.26500,3571,IC 5146,19.8
328.41750,+62.61000,3572,NGC 7160,26.4
328.51500,+33.58400,3573,FSR 0266,14.4
328.95000,+63.94500,3574,Berkeley 93,19.2
329.16750,+51.52500,3575,ASCC 115,25.8
329.62500,+54.49000,3576,ASCC 116,16.8
329.76750,+54.79000,3577,NGC 7175,18
329.66100,+48.96700,3578,FSR 0318,10.2
330.36000,+35.24000,3579,FSR 0279,15.6
330.43050,+54.82500,3580,FSR 0344,10.8
331.02000,+76.37700,3582,FSR 0437,20.4
331.02750,+59.90000,3583,Dolidze 56,7.8
331.35000,+62.27000,3584,ASCC 117,29.4
331.22550,+46.55200,3585,NGC 7209,27.6
331.41300,+53.33300,3586,FSR 0341,12
331.68750,+71.97500,3587,Collinder 471,16.8
331.97100,+53.11700,3588,FSR 0342,15.6
332.11500,+61.09500,3589,ASCC 118,24.6
332.55750,+58.79500,3590,FSR 0358,33.6
332.60250,+55.39800,3591,NGC 7226,14.64
332.60250,+52.86000,3592,IC 1434,23.4
332.67750,+60.08000,3593,FSR 0364,10.2
332.79000,+57.66000,3594,FSR 0354,14.4
333.09000,+57.26500,3595,NGC 7235,11.04
333.07200,+73.37000,3596,vdBergh 150,26.4
333.29100,+58.97700,3597,Teutsch 125,12
333.09750,+70.24500,3598,vdBergh 152,18
333.43950,+55.75300,3599,Teutsch 126,12
333.34950,+70.04500,3600,PTB 3,18.6
333.67050,+61.44000,3601,BDSB 30,9
333.79500,+49.87500,3602,NGC 7243,72
333.81000,+54.33300,3603,NGC 7245,19.2
333.88500,+54.40200,3604,King 9,10.2
334.08750,+60.10300,3605,Kumar 21,9
333.99750,+53.99500,3606,IC 1442,18.6
334.16550,+60.80300,3607,FSR 0369,7.2
334.59750,+56.77000,3609,FSR 0356,12
334.68300,+59.00000,3610,FSR 0366,16.8
334.60500,+63.22200,3611,Pismis-Moreno 1,27
334.72950,+56.08800,3612,SBB 2,11.4
334.66500,+46.88500,3614,ASCC 119,25.2
334.86750,+61.62500,3615,FSR 0378,13.8
335.11800,+58.11300,3617,NGC 7261,26.4
335.73750,+55.87000,3618,Berkeley 94,7.2
335.88000,+63.44500,3621,FSR 0388,25.8
336.09000,+60.41300,3622,Teutsch 53,9
336.30000,+71.54000,3623,PTB 2,30
336.26550,+57.82000,3624,NGC 7281,21.6
337.01250,+52.33000,3625,NGC 7296,12
337.07250,+59.14000,3626,Berkeley 95,14.4
337.18500,+61.63400,3628,Teutsch 76,8.04
337.47000,+55.40500,3630,Berkeley 96,9.6
337.56750,+57.19500,3631,ASCC 120,25.2
337.70700,+54.84500,3632,ASCC 121,28.2
337.70700,+53.95400,3633,FSR 0357,9
338.19750,+66.67000,3634,FSR 0405,15
338.26650,+55.53500,3636,FSR 0365,13.2
338.37900,+39.57900,3637,ASCC 122,67.8
338.36250,+43.26300,3638,FSR 0328,10.2
338.54850,+43.34000,3639,FSR 0330,22.44
338.68500,+43.44000,3640,FSR 0331,22.2
338.65500,+58.29500,3641,FSR 0377,6
339.15450,+37.72600,3643,Teutsch 39,22.8
339.06000,+64.13300,3644,FSR 0398,27
339.78750,+53.63000,3647,FSR 0362,10.8
339.84900,+59.01700,3648,Berkeley 97,7.8
339.90300,+59.91800,3650,Czernik 42,9
340.53300,+58.34000,3652,FSR 0381,18
340.62750,+58.92000,3653,FSR 0385,9
340.59750,+54.25000,3654,ASCC 123,120
340.65450,+52.36800,3655,Berkeley 98,20.4
340.78500,+75.22500,3656,FSR 0446,15.6
341.56200,+75.81000,3657,FSR 0449,12.6
341.83500,+58.09500,3659,NGC 7380,31.2
341.91450,+62.02200,3660,LDN 1211,9
341.84250,+59.78300,3661,Teutsch 54,9
341.89500,+46.31000,3663,ASCC 124,37.2
342.34500,+69.07900,3665,FSR 0428,15.6
342.86550,+69.05800,3667,FSR 0429,15
342.92700,+56.10300,3668,FSR 0384,12
343.02300,+58.29800,3669,King 18,12.6
343.35000,+62.12000,3670,FSR 0404,15
343.42800,+62.60000,3671,FSR 0406,12
343.57200,+60.80000,3672,NGC 7419,15.6
343.75500,+59.17000,3673,King 10,24.6
343.79100,+57.09500,3674,NGC 7423,13.2
343.78500,+58.72500,3675,FSR 0394,11.4
343.97250,+59.96000,3676,NGC 7429,15
344.12250,+62.72200,3677,ASCC 125,66
344.34000,+54.37500,3682,NGC 7438,30
344.37450,+65.48000,3683,FSR 0423,18
344.77500,+59.46800,3685,BDSB 37,6.6
345.24750,+59.70500,3686,FSR 0401,12
345.21000,+62.88800,3687,FSR 0413,7.8
345.43500,+62.98300,3688,FSR 0414,9
345.52500,+63.06500,3689,FSR 0416,13.2
345.56700,+57.02200,3690,Cep OB5,36
345.98250,+63.39000,3691,Cep OB3,70.8
346.11300,+63.16600,3692,FSR 0418,18.6
346.31400,+48.24800,3696,FSR 0371,19.8
346.45500,+51.07000,3699,ASCC 126,33.6
347.03250,+60.87800,3702,Pfleiderer 3,10.8
347.04750,+60.52800,3703,King 19,17.4
347.20650,+64.84500,3704,ASCC 127,81
347.11050,-15.61200,3705,NGC 7492,10.8
347.75700,+60.57900,3706,NGC 7510,15.96
348.40500,+61.50000,3707,NGC 7538,12.6
348.48750,+59.85500,3709,FSR 0417,12
348.69900,+61.28500,3710,FSR 0425,10.8
348.80400,+60.81000,3711,FSR 0422,9
348.81300,+60.43400,3712,Markarian 50,9
348.85650,+64.15500,3713,FSR 0430,16.2
349.35450,+59.47400,3716,IRAS 23151+5912,13.8
349.81500,+70.09000,3718,PTB 4,22.8
349.96500,+60.74000,3719,Cas OB2,26.4
350.28000,+54.67000,3720,ASCC 128,27.6
350.17800,+61.20000,3721,BDSB 44,15.6
350.34450,+71.78800,3722,Berkeley 99,15
350.39700,+40.89500,3723,FSR 0370,16.8
350.51400,+55.74500,3724,Dolidze 46,13.2
351.17700,+61.63700,3725,NGC 7654,39
351.46950,+61.37500,3726,Czernik 43,17.4
351.47700,+63.77800,3727,Berkeley 100,7.8
351.85350,+73.20200,3729,FSR 0466,16.8
352.02750,+55.61300,3730,ASCC 129,31.2
352.36050,+56.94500,3731,FSR 0427,13.8
352.50000,+63.43500,3732,FSR 0442,21.6
352.42200,+49.17000,3734,NGC 7686,13.2
352.57500,+60.24700,3735,Skiff J2330+60.2,16.8
352.80750,+59.77500,3736,FSR 0435,16.8
353.18850,+64.20500,3737,Berkeley 101,21.6
352.84500,+55.81300,3738,Stock 11,12.96
353.32500,+58.46300,3739,King 20,13.8
353.39550,+61.93800,3740,Czernik 44,12
353.65500,+81.23000,3742,FSR 0492,24.6
353.89500,+52.68500,3743,Stock 12,60
354.00750,+73.86000,3744,FSR 0472,38.4
354.07500,+72.85100,3745,NGC 7708,23.4
354.51750,+70.68500,3746,FSR 0464,16.8
354.29250,+48.55000,3747,Aveni-Hunter 1,48
354.51450,+60.54500,3748,SAI 149,7.2
354.71550,+56.62600,3750,Berkeley 102,10.8
354.94200,+61.92700,3751,BDSB 46,8.4
355.50300,+58.54500,3752,FSR 0441,12
355.89750,+59.08000,3753,FSR 0443,14.4
355.94700,+62.16500,3754,Stock 17,10.8
356.31750,+59.30000,3755,Berkeley 103,13.8
356.79000,+60.91000,3756,FSR 0448,19.2
356.82750,+63.22000,3757,Negueruela 1,17.4
356.94000,+68.64800,3759,King 11,36
356.96250,+62.99700,3760,Teutsch 23,7.2
357.46500,+62.70000,3762,King 21,12
357.50250,+68.03300,3763,PTB 9,35.4
357.72750,+62.32000,3764,Pfleiderer 4,15
357.75450,+66.18800,3765,FSR 0465,13.2
357.84750,+60.83400,3766,FSR 0451,10.8
357.94200,+16.24500,3767,NGC 7772,54
358.17750,+62.44800,3768,ASCC 130,16.8
358.11450,+68.19300,3769,PTB 6,21
358.26300,+60.47000,3770,BDSB 47,6
358.25700,+61.95900,3771,King 12,12
358.26750,+62.77800,3772,Kronberger 55,4.8
358.55550,+61.74000,3774,Harvard 21,7.2
358.65150,+50.14200,3775,FSR 0440,11.16
358.95750,+64.62000,3776,Czernik 45,9
359.17650,+61.39700,3777,NGC 7788,14.4
359.35500,+56.73000,3779,NGC 7789,49.8
359.35500,+61.62300,3780,Frolov 1,12
359.59500,+61.19800,3781,NGC 7790,17.4
359.40900,+60.08300,3782,NGC 7795,13.8
359.77200,+60.69400,3783,FSR 0460,10.2
357.46500,+68.02500,3784,NGC 7762,25.56
